id,question,answer
810+vAlQdfL,Are the legs made of wood?,Yes
61rmhlNWTXL,What item is depicted?,Case
61rmhlNWTXL,What is the main color of the item?,Black
61rmhlNWTXL,What word is written on the case?,KISS
61rmhlNWTXL,What color are the letters?,Red
61rmhlNWTXL,What pattern is visible behind the text?,Brick
61rmhlNWTXL,What type of phone protection is shown?,Cover
61rmhlNWTXL,How would you describe the style of the text lighting?,Neon
61rmhlNWTXL,Is this a front or back phone protector?,Back
61rmhlNWTXL,Is there a brand name visible on the case?,No
61rmhlNWTXL,Can this accessory be classified as a 'hard case'?,Yes
61Sxu3XttGL,What color are the gemstones?,Blue
61Sxu3XttGL,How many earrings are visible in the image?,Two
61Sxu3XttGL,What type of jewelry is shown?,Earring
61Sxu3XttGL,What metal appears to be used for the setting?,Metal
61Sxu3XttGL,Are the gemstones transparent or opaque?,Transparent
61Sxu3XttGL,How many prongs secure each gemstone?,Four
61Sxu3XttGL,What is the shape of the visible gemstones?,Round
61Sxu3XttGL,What type of post is shown on the right earring?,Stud
61Sxu3XttGL,Are the gemstones faceted?,Yes
61Sxu3XttGL,Which of the provided text items relates to the type of item shown?,FINEEARRING
51erOfBwutL,What is the brand name on the bag?,Lifelong
51erOfBwutL,What is the main product shown?,Litter
51erOfBwutL,What is the color of the cat on the bag?,Grey
51erOfBwutL,Is this product for animals?,Yes
51erOfBwutL,What supplies category is this?,Pets
51erOfBwutL,What type of pet is this product for?,Cats
51erOfBwutL,Is the bag standing?,Yes
51erOfBwutL,Does the bag show icons suggesting features?,Yes
51erOfBwutL,Is the background behind the cat green?,Yes
51erOfBwutL,What is the most prominent word on the bag?,Lifelong
61kbOtKAt+L,What is the brand name on the package?,Solimo
61kbOtKAt+L,What is written directly below the brand name?,Refreshing
61kbOtKAt+L,How many usable wipes are included in the package?,30
61kbOtKAt+L,What fruit/vegetable is mentioned in the fragrance description?,Cucumber
61kbOtKAt+L,What type of skin are the wipes tested for?,Normal
61kbOtKAt+L,"What function, other than moisturising, is listed for the wipes?",Cleansing
61kbOtKAt+L,What word is written next to the arrow indicating how to open?,OPEN
61kbOtKAt+L,What color is the geometric pattern on the package?,Green
61kbOtKAt+L,Does the visible text indicate these wipes are for babies?,No
61kbOtKAt+L,Does the packaging explicitly state whether the wipes contain alcohol?,No
71pogv2z08L,What item is shown in the image?,Case
71pogv2z08L,How many cartoon characters are depicted on the case?,Two
71pogv2z08L,What color is the hair of the character on the left?,Blonde
71pogv2z08L,What color are the eyes of the character on the right?,Green
71pogv2z08L,What word is written on the orange shape behind the characters?,MATRIANA
71pogv2z08L,What shape are the orange objects behind the characters?,Heart
71pogv2z08L,What is the character on the right wearing on their head?,Beanie
71pogv2z08L,What color is the main background behind the characters?,White
71pogv2z08L,What color is the top section of the phone case?,Black
71pogv2z08L,"Based on the provided analysis items, for which phone brand is this case likely intended?",Samsung
A1ama1RZfQL,What is the main color of the fabric?,Grey
A1ama1RZfQL,Is the material shown leather?,No
A1ama1RZfQL,Does the fabric have a visible weave pattern?,Yes
A1ama1RZfQL,Could this fabric be used for a sofa?,Yes
A1ama1RZfQL,What type of material is pictured?,Fabric
A1ama1RZfQL,"Based on the keywords, could this fabric be described as charcoal?",Yes
A1ama1RZfQL,Would this fabric be suitable for a recliner from the list?,Yes
A1ama1RZfQL,"If used on a Chesterfield style couch, would buttons be expected?",Yes
A1ama1RZfQL,Is this fabric color suitable for a modern furniture piece?,Yes
A1ama1RZfQL,Could this fabric potentially be found on a sectional?,Yes
91KG6zvZGfL,Is this a decorative pillow?,Yes
91KG6zvZGfL,Is this item a rug?,No
91KG6zvZGfL,Is the pillow floral?,No
91KG6zvZGfL,What kind of pillow is this?,Lumbar
91KG6zvZGfL,Is this pillow for a couch?,Yes
91KG6zvZGfL,Can this pillow be used outside?,Yes
91KG6zvZGfL,Is the style modern?,Modern
91KG6zvZGfL,Is this item for furniture?,Yes
91KG6zvZGfL,Is this item sold in sets?,No
91KG6zvZGfL,Is the pillow intended for living areas?,Yes
81ZySMLyyTL,What object is this?,Case
81ZySMLyyTL,What is the most prominent color?,Blue
81ZySMLyyTL,Is the artwork abstract?,Yes
81ZySMLyyTL,Are there red lines?,Yes
81ZySMLyyTL,What color is the background?,White
81ZySMLyyTL,Does the paint appear textured?,Yes
81ZySMLyyTL,Are the painted lines mostly thick?,Yes
81ZySMLyyTL,Is there any green color visible?,Yes
81ZySMLyyTL,Is the artwork symmetrical?,No
81ZySMLyyTL,Is the painting made of dots?,No
710ld4hmwSL,What type of footwear is shown?,Sandal
710ld4hmwSL,What color is the sole?,Brown
710ld4hmwSL,What color is the lining under the strap?,Pink
710ld4hmwSL,Is this footwear classified as a shoe?,Yes
710ld4hmwSL,Is the strap decorated with many small pieces?,Yes
710ld4hmwSL,What brand name is printed on the sole?,Flavia
710ld4hmwSL,Is this type of footwear typically worn by women?,Yes
710ld4hmwSL,Is this sandal suitable for a party occasion?,Yes
710ld4hmwSL,Are the embellishments on the strap all the same color?,No
710ld4hmwSL,Does the sandal have a significant heel?,No
81R+qUfMH8L,What is the main color of the shoe?,Blue
81R+qUfMH8L,Is the item shown a shoe?,Yes
81R+qUfMH8L,What color is the shoe's toe cap?,White
81R+qUfMH8L,What type of shoe is pictured?,Sneaker
81R+qUfMH8L,What color are the shoe laces?,Blue
81R+qUfMH8L,What color is the stripe on the white sole?,Black
81R+qUfMH8L,What is the apparent material of the shoe upper?,Fabric
81R+qUfMH8L,How many visible lace eyelets are there?,Five
81R+qUfMH8L,Is the shoe a low-top or high-top?,Low-top
81R+qUfMH8L,What color is the small detail at the top eyelet?,Pink
81ZiCiiIC8L,What object is depicted?,Case
81ZiCiiIC8L,What word is written on the case?,TAKE
81ZiCiiIC8L,What is the main color of the case?,Grey
81ZiCiiIC8L,Is this case a front or back cover?,Back
81ZiCiiIC8L,Does the case appear stiff or flexible?,Flexible
81ZiCiiIC8L,What material is this case likely made from?,Silicone
81ZiCiiIC8L,What phone feature would use the circular cutout?,Sensor
81ZiCiiIC8L,What style of writing is used on the case?,Graffiti
81ZiCiiIC8L,How many camera lenses are visible in the cutout area?,One
81ZiCiiIC8L,Is the top portion of the case design smooth or textured?,Textured
81bMACfxZtL,What color is the furniture upholstery?,Grey
81bMACfxZtL,How many furniture pieces are pictured?,Two
81bMACfxZtL,What visible part of the furniture is brown?,Legs
81bMACfxZtL,Does the set include a footrest?,Yes
81bMACfxZtL,Is the chair without arms?,No
81bMACfxZtL,What is the name for the smaller furniture piece often used for feet?,Ottoman
81bMACfxZtL,What is the dominant color of the main chair?,Grey
81bMACfxZtL,"Based on its shape, is the chair best for desk work or lounging?",Lounging
81bMACfxZtL,Are the legs of the furniture straight or angled outwards?,Angled
81bMACfxZtL,What material appears to cover the chair and ottoman?,Fabric
81ND4d18I+L,What type of furniture is shown?,SOFA
81ND4d18I+L,What is the primary color of the sofa?,Cream
81ND4d18I+L,Is this a sectional sofa?,No
81ND4d18I+L,Is the sofa upholstered in leather?,No
81ND4d18I+L,Is the sofa grey?,No
81ND4d18I+L,Does the backrest have tufting?,Yes
81ND4d18I+L,Are there nailhead accents on the arms?,Yes
81ND4d18I+L,Is this image showing a furniture set?,No
81ND4d18I+L,Is the sofa a recliner?,No
81ND4d18I+L,Could the style be described as farmhouse?,Yes
81uh44Cz7NL,What is the central symbol on the cover?,Heart
81uh44Cz7NL,What color is the floral element?,White
81uh44Cz7NL,What is the predominant color of the background?,Red
81uh44Cz7NL,Is there a hole at the top for the camera?,Yes
81uh44Cz7NL,What color outlines the main symbol?,Gold
81uh44Cz7NL,"Based on the provided text, is the case material described as rigid or flexible?",Flexible
81uh44Cz7NL,What material type is suggested by the text options like 'Silicone' or 'TPU'?,Silicone
81uh44Cz7NL,Which specific phone brand is mentioned in the listed items?,Micromax
81uh44Cz7NL,What color is the ribbon on the rose?,Gold
81uh44Cz7NL,Does the background appear solid or have a design/texture?,Textured
81+NaoUOOrL,What is the main color of the chair?,Black
81+NaoUOOrL,Is the object a chair or a table?,Chair
81+NaoUOOrL,Does the chair have wheels on its base?,Yes
81+NaoUOOrL,Does the chair appear to be adjustable in height?,Yes
81+NaoUOOrL,Is this chair designed for sitting or standing?,Sitting
81+NaoUOOrL,"Based on the tags, is this chair likely used for gaming or dining?",Gaming
81+NaoUOOrL,Does this particular chair in the image show an attached footrest?,No
81+NaoUOOrL,"What material is visible on the base and arm structures, as suggested by the list?",Steel
81+NaoUOOrL,Could this style of chair be described as modern?,Yes
81+NaoUOOrL,Does the chair's appearance suggest it can recline?,Yes
81Skac-GLXL,What kind of product is displayed?,Case
81Skac-GLXL,What pattern is on the cover?,Wooden
81Skac-GLXL,What is the main color shown?,Brown
81Skac-GLXL,Is the case material soft?,Yes
81Skac-GLXL,Is this a back cover?,Yes
81Skac-GLXL,What company brand is associated with this item?,Solimo
81Skac-GLXL,What type of phone is this case for?,Xperia
81Skac-GLXL,Is the case material rigid?,No
81Skac-GLXL,Does the cover feature a printed design?,Yes
81Skac-GLXL,Does this case have a designer style?,Yes
81brMxf1X9L,What item is shown in the image?,Case
81brMxf1X9L,What material does the design resemble?,Wood
81brMxf1X9L,What word is spelled on the blocks?,LIKE
81brMxf1X9L,How many letters are on the blocks?,Four
81brMxf1X9L,Is there a cutout on the top of the case?,Yes
81brMxf1X9L,What is the primary color of the blocks in the design?,Beige
81brMxf1X9L,What feature of the phone is accommodated by the cutout on the case?,Camera
81brMxf1X9L,What is the approximate texture depicted in the design?,Rough
81brMxf1X9L,Is the arrangement of the blocks orderly or scattered?,Scattered
81brMxf1X9L,Can the manufacturer of the case be determined from the image alone?,No
71qXvJLzyTL,How many pillows are shown?,Four
71qXvJLzyTL,What color are the items?,White
71qXvJLzyTL,What geometric shape are the items?,Square
71qXvJLzyTL,Are the pillows plain or patterned?,Plain
71qXvJLzyTL,Are the pillows laid out flat?,Yes
71qXvJLzyTL,What small attachment is visible on the side of each item?,Tag
71qXvJLzyTL,Are the pillows positioned equally spaced?,Yes
71qXvJLzyTL,Do the items appear full?,Yes
71qXvJLzyTL,What is the most notable characteristic?,Color
71qXvJLzyTL,How many rows of pillows are in the arrangement?,Two
71uILyygfnL,What is the main object in the image?,Cover
71uILyygfnL,What color is the large heart?,Red
71uILyygfnL,What word is on the heart?,LOVE
71uILyygfnL,What is the background pattern?,Checkered
71uILyygfnL,Is this a phone case?,Yes
71uILyygfnL,"According to the list, what material is the cover?",Polycarbonate
71uILyygfnL,What phone model is listed as compatible?,Poco
71uILyygfnL,What brand is mentioned in the list?,Amazon
71uILyygfnL,What type of print pattern is described in the list?,Cloth
71uILyygfnL,What type of case is mentioned repeatedly?,Back
71IVy8+W+gL,What is the product in the image?,Case
71IVy8+W+gL,What colors are on the upper part of the case?,Multi
71IVy8+W+gL,Is there an illustration on the case?,Yes
71IVy8+W+gL,What brand name is listed for this item?,Solimo
71IVy8+W+gL,What device is this case designed for?,Phone
71IVy8+W+gL,What is the gender of the illustrated person?,Woman
71IVy8+W+gL,What pattern is on the top part of the case?,Striped
71IVy8+W+gL,What type of phone does the description say this case fits?,Vivo
71IVy8+W+gL,What kind of protection does this item likely provide?,Protection
71IVy8+W+gL,Does the illustration cover the entire case?,No
81ZDWMBKNyL,What object is shown?,Case
81ZDWMBKNyL,What shape is in the middle?,Heart
81ZDWMBKNyL,What is the background made of?,Glitter
81ZDWMBKNyL,What color is the top stripe?,Purple
81ZDWMBKNyL,What is the top opening for?,Camera
81ZDWMBKNyL,What material is the case described as being made from?,Silicone
81ZDWMBKNyL,What kind of heart is on the cover?,Stone
81ZDWMBKNyL,What are the small round objects outlining the heart?,Beads
81ZDWMBKNyL,What term describes the design style?,Designer
81ZDWMBKNyL,What is the flexibility of the case implied to be?,Soft
61UScaeZkYL,What type of product is visible?,Case
61UScaeZkYL,What phone model is displayed on the screen?,V11
61UScaeZkYL,What color is the top part of the phone screen?,Blue
61UScaeZkYL,What is the subject of the drawing on the case?,Girl
61UScaeZkYL,Is the phone case described as transparent?,Yes
61UScaeZkYL,What action is the person in the drawing performing?,Taking
61UScaeZkYL,What brand is associated with this case according to the description?,Solimo
61UScaeZkYL,What category does the product belong to based on the metadata?,CELLULAR
61UScaeZkYL,Is the case only for girls according to the description?,No
61UScaeZkYL,Is the case described as new?,Yes
61Gxj7UYSmL,What type of phone accessory is shown?,Case
61Gxj7UYSmL,What kind of animal is featured on the case?,Kitty
61Gxj7UYSmL,What color is the background of the case?,Pink
61Gxj7UYSmL,What color are the large eyes of the cat?,Blue
61Gxj7UYSmL,What material is the case listed as?,Silicone
61Gxj7UYSmL,What specific brand name is associated with this item?,Solimo
61Gxj7UYSmL,What is the model name of the phone this case fits?,POCO
61Gxj7UYSmL,How is the case design style described?,Designer
61Gxj7UYSmL,What flexible material besides Silicone is mentioned for the case?,TPU
61Gxj7UYSmL,The product is listed under which category related to phones?,Cases
61OnkGVhMWL,"What word follows ""amazon""?",basics
61OnkGVhMWL,What color is the logo text?,Black
61OnkGVhMWL,Does the logo contain a curved line?,Yes
61OnkGVhMWL,Is this mark a logo?,Yes
61OnkGVhMWL,Is the background white?,Yes
61OnkGVhMWL,Does this brand offer hardware?,Yes
61OnkGVhMWL,Is Satin Nickel a possible finish for their goods?,Yes
61OnkGVhMWL,Could a handle be sold by this brand?,Yes
61OnkGVhMWL,Are the products typically expensive or basic?,Basic
61OnkGVhMWL,Is Satin Nickel a color?,No
81bisXnx6GL,What color are the folded sheets?,Slate Blue
81bisXnx6GL,What category of home goods are these?,Bedding
81bisXnx6GL,What fabric are the sheets made of?,Cotton
81bisXnx6GL,What brand is associated with these sheets?,Pinzon
81bisXnx6GL,How many distinct layers of folded sheets are clearly visible in the stack?,Four
81bisXnx6GL,"According to the provided text, are these sheets described as 'wrinkle free'?",Yes
81bisXnx6GL,"Based on the text, what specific type of weave or finish is mentioned for the sheets?",Sateen
81bisXnx6GL,Does the text indicate these sheets have a high thread count?,Yes
